...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
3,14,Category:Galois theory,837233,617,68,"to each other. This was the original point <span class=""searchmatch"">of</span> view <span class=""searchmatch"">of</span> Évariste Galois. The <span class=""searchmatch"">modern</span> approach to Galois <span class=""searchmatch"">theory</span>, developed by Richard Dedekind, Leopold Kronecker",2020-06-25T07:33:12Z,theories of modern,Galois theory,0.875,12
7,14,Category:Magic (supernatural),16567661,662,80,"rituals, symbols, actions, gestures and language. <span class=""searchmatch"">Modern</span> <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> magic may see it as the result <span class=""searchmatch"">of</span> a universal sympathy where some act can produce a",2021-05-05T03:21:05Z,theories of modern,Magic (supernatural),0.9696969696969697,18
8,14,Category:Charles Darwin,1859185,961,51,"naturalist whose revolutionary <span class=""searchmatch"">theory</span> laid the foundation for both the <span class=""searchmatch"">modern</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> evolution and the principle <span class=""searchmatch"">of</span> common descent by proposing natural",2020-09-24T15:42:36Z,theories of modern,Charles Darwin,0.962962962962963,12
0,14,Category:Psychotherapy,964972,428,40,"Psychotherapy is a set <span class=""searchmatch"">of</span> techniques believed to cure or to help solve behavioral and other psychological problems in humans. The common part <span class=""searchmatch"">of</span> these techniques",2021-11-28T22:17:17Z,theories of multimodality,Psychotherapy,0.9696969696969697,21
0,14,Category:Organizational theory,1030978,553,50,"pursue collective goals. <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> organizations include rational system perspective, division <span class=""searchmatch"">of</span> labor, bureaucratic <span class=""searchmatch"">theory</span>, and contingency <span class=""searchmatch"">theory</span>.",2020-12-31T18:12:12Z,theories of structure,Organizational theory,0.9142857142857143,19
1,14,Category:Category theory,695968,340,50,"Mathematics portal Category <span class=""searchmatch"">theory</span> is a mathematical <span class=""searchmatch"">theory</span> that deals in an abstract way with mathematical <span class=""searchmatch"">structures</span> and relationships between them.",2021-02-08T12:15:49Z,theories of structure,Category theory,0.8928571428571429,17
2,14,Category:Chemistry,691185,1812,192,"Chemistry is defined as the science <span class=""searchmatch"">of</span> matter, different from physics, in terms <span class=""searchmatch"">of</span> matter's chemical <span class=""searchmatch"">structure</span>, reactivity, properties and reactions or",2021-09-21T21:31:26Z,theories of structure,Chemistry,0.96,15
3,14,Category:Model theory,693979,550,71,"mathematics, model <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> (classes <span class=""searchmatch"">of</span>) mathematical <span class=""searchmatch"">structures</span> such as groups, fields, graphs or even models <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span> using tools from",2020-04-22T19:22:34Z,theories of structure,Model theory,0.8846153846153846,16
4,14,Category:Game theory,774008,644,66,"Game <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses models to study interactions with formalized incentive <span class=""searchmatch"">structures</span> (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,theories of structure,Game theory,0.88,17
5,14,Category:Moduli theory,2783459,449,51,"continuous variation <span class=""searchmatch"">of</span> geometric <span class=""searchmatch"">structures</span> (for example Riemann surfaces <span class=""searchmatch"">of</span> fixed genus, vector bundles with holomorphic <span class=""searchmatch"">structure</span>, singularities in families)",2013-03-30T18:54:39Z,theories of structure,Moduli theory,0.8888888888888888,17
6,14,Category:Holonomic brain theory,8848620,246,29,"brain <span class=""searchmatch"">theory</span> is the employ <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span>/concepts utilizing holographic <span class=""searchmatch"">structures</span> with the vision that such may lead to a unified understanding <span class=""searchmatch"">of</span> consciousness",2015-05-09T08:20:10Z,theories of structure,Holonomic brain theory,0.9166666666666666,19
7,14,Category:Categories in category theory,3151376,697,86,"Mathematics portal Category <span class=""searchmatch"">theory</span> is a field <span class=""searchmatch"">of</span> mathematics which deals in an abstract way with mathematical <span class=""searchmatch"">structures</span> and relationships between them",2019-09-17T05:32:00Z,theories of structure,Categories in category theory,0.7941176470588236,17
8,14,Category:Ring theory,699130,342,57,"In mathematics, ring <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> rings—algebraic <span class=""searchmatch"">structures</span> in which addition and multiplication are defined and have similar properties to",2021-02-08T12:17:47Z,theories of structure,Ring theory,0.88,17
0,14,Category:Biblical studies organizations,57907459,576,55,"archaeology, ancient history, historical criticism, cultural anthropology, <span class=""searchmatch"">textual</span> criticism, literary criticism, historical backgrounds, mythology, and comparative",2021-04-03T09:25:28Z,theories of textual,Biblical studies organizations,0.9285714285714286,24
1,14,Category:Theories of language,22337303,120,0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theory of composition,Theories of language,0.8787878787878788,15
2,14,Category:Atonal compositions,37784434,95,0,NA,2013-11-05T11:56:51Z,theory of composition,Atonal compositions,0.6153846153846154,9
3,14,Category:Philosophy of language,744038,730,73,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",2020-04-25T17:59:38Z,theory of composition,Philosophy of language,0.9166666666666666,18
4,14,Category:Sections of gamelan compositions,5183494,115,2,Indonesia portal,2014-12-20T15:21:02Z,theory of composition,Sections of gamelan compositions,0.6470588235294117,16
0,14,Category:Computability theory,30870610,615,94,"computability <span class=""searchmatch"">theory</span>, also known as recursion <span class=""searchmatch"">theory</span>, a branch <span class=""searchmatch"">of</span> mathematical logic and <span class=""searchmatch"">computer</span> science concerned with generalizations <span class=""searchmatch"">of</span> the notion <span class=""searchmatch"">of</span> computable",2021-05-04T05:02:20Z,theory of computer,Computability theory,0.7407407407407407,18
1,14,Category:Theory of computation,3233312,465,46,"theoretical <span class=""searchmatch"">computer</span> science, the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> computation is the branch that deals with whether and how efficiently problems can be solved on a model <span class=""searchmatch"">of</span> computation",2020-01-28T20:25:57Z,theory of computer,Theory of computation,0.40909090909090906,6
3,14,Category:Logic in computer science,1010631,1188,148,"concepts in <span class=""searchmatch"">computer</span> science that are naturally expressible in logical form. For example: Type <span class=""searchmatch"">theory</span> (used in type systems), Formal semantics <span class=""searchmatch"">of</span> programming",2020-08-29T18:12:52Z,theory of computer,Logic in computer science,0.78125,16
4,14,Category:Theoretical computer scientists,13980543,435,52,"theoretical <span class=""searchmatch"">computer</span> science, including but not limited to algorithm design and analysis, computational complexity <span class=""searchmatch"">theory</span>, and computability <span class=""searchmatch"">theory</span>. Top 0–9",2020-04-22T19:45:01Z,theory of computer,Theoretical computer scientists,0.75,18
5,14,Category:Quantum complexity theory,24092201,189,6,"Computational complexity <span class=""searchmatch"">theory</span> with quantum <span class=""searchmatch"">computers</span>.",2013-04-08T07:17:46Z,theory of computer,Quantum complexity theory,0.78125,19
6,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of computer,Graph theory,0.8181818181818181,16
7,14,Category:Computer security models,4750783,212,21,"This category contains articles describing <span class=""searchmatch"">computer</span> security models that are or have been used in practical systems or proposed in <span class=""searchmatch"">theory</span>.",2019-10-25T10:10:12Z,theory of computer,Computer security models,0.8484848484848485,22
8,14,Category:Information theory,694025,597,43,"Articles relating to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and communication <span class=""searchmatch"">of</span> information. Top 0–9 A B C D E F G H I J K L",2020-12-13T00:23:18Z,theory of computer,Information theory,0.8571428571428572,15
9,14,Category:Applied mathematics,966983,943,107,"finite geometry to some extent, graph <span class=""searchmatch"">theory</span> as applied to network analysis, and a great deal <span class=""searchmatch"">of</span> what is called <span class=""searchmatch"">computer</span> science. Top 0–9 A B C D E F G H I",2020-05-11T18:04:38Z,theory of computer,Applied mathematics,0.967741935483871,17
0,14,Category:Systems of set theory,7405444,385,44,"In set <span class=""searchmatch"">theory</span>, there are several different Systems <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span> — lists <span class=""searchmatch"">of</span> axioms organized around a concept <span class=""searchmatch"">of</span> what set <span class=""searchmatch"">theory</span> should be. This category",2013-03-30T10:31:36Z,theory of conceptual,Systems of set theory,0.8064516129032258,17
